ward_precinct_id,GEOID,johnson_alloc,vallas_alloc,votes_alloc
18_003,170318216003,1.3484547920469822e-05,3.6144149065176847e-06,1.709896282698751e-05
18_003,170317005021,193.99323066481222,51.998185539021826,245.99141620383404
18_003,170317201002,0.006755850639857645,0.001810846563260812,0.008566697203118456
18_004,170317005021,360.0,111.0,471.0
18_007,170318216003,0.14005980783938501,0.05386915686130193,0.19392896470068693
18_007,170317005021,415.85994019216065,159.94613084313872,575.8060710352994
18_009,170318216003,0.14911666449420244,0.05587339740172062,0.20499006189592306
18_009,170317005021,410.8508833355058,153.94412660259826,564.795009938104
18_010,170318216003,524.0,245.0,769.0
18_012,170317005021,460.0,147.0,607.0
19_001,170318219003,0.001548979408536607,0.008529852824036045,0.010078832232572651
19_001,170317205001,0.025612732006550582,0.14104308503607246,0.16665581704262306
19_001,170317205002,1.588893150236168e-05,8.749648090827547e-05,0.00010338541241063715
19_001,170318219002,0.0011864381325446057,0.006533426202863876,0.007719864335408481
19_001,170317204002,73.54379540650801,404.98779227232455,478.5315876788326
19_001,170317204001,74.42160708455832,409.82168766158804,484.2432947461463
19_001,170317203003,0.0016316792497052556,0.008985260733174212,0.010616939982879468
19_001,170318219001,0.004601791204813827,0.025340944810292358,0.029942736015106185
19_002,170317203003,0.017487156167410377,0.017754135650882293,0.03524129181829267
19_002,170318219001,0.11036701271986622,0.11205200528047486,0.22241901800034108
19_002,170317203004,194.5171764412502,197.48690432584942,392.00408076709965
19_002,170317203001,1.8974150859144567,1.926383255165059,3.8237983410795158
19_002,170317201001,0.03661741134804017,0.037176455796101855,0.07379386714414202
19_002,170318216003,5.315942362567032e-13,5.397101787949735e-13,1.0713044150516767e-12
19_002,170317203002,196.41507848645358,199.4137819747964,395.82886046125
19_002,170317201003,0.005858406145889454,0.005947847461093873,0.011806253606983327
19_003,170317402004,0.0017329771606223903,0.04370953505125362,0.045442512211876014
19_003,170317402003,0.00010721377061540312,0.0027041695477440565,0.0028113833183594592
19_003,170318228022,9.049197620074769e-11,2.282408733063303e-09,2.3729007092640504e-09
19_003,170317402001,0.00014117196296320732,0.00356067062140534,0.0037018425843685474
19_003,170317402002,26.99462675033316,680.8644747028475,707.8591014531806
19_003,170317403004,0.0001445332891803856,0.0036454507382163927,0.003789984027396778
19_003,170317403005,0.0032473533929608628,0.0819054689113462,0.08515282230430707
19_004,170317403001,9.3547254911153,159.76886430878497,169.1235897999003
19_004,170317402002,0.0015707744148353647,0.02682717355863557,0.028397947973470936
19_004,170317403003,9.66095697701745,164.9989757390612,174.65993271607863
19_004,170317403004,9.505608831682911,162.34579294111077,171.85140177279368
19_004,170317403005,9.477137925769503,161.8595398374844,171.3366777632539
19_005,170317201001,153.39775345125653,253.7922181083797,407.1899715596362
19_005,170318216003,0.021840918409659554,0.03613517801923349,0.057976096428893044
19_005,170317203002,0.031562951111661984,0.05222000448148955,0.08378295559315153
19_005,170317201002,92.54884267922218,153.1194267091196,245.66826938834177
19_006,170317401003,0.006663920901963407,0.07215417804194861,0.07881809894391202
19_006,170317402004,0.007251533138257283,0.07851660018664783,0.08576813332490511
19_006,170317402003,0.006451895386615344,0.0698584534964558,0.07631034888307114
19_006,170318219004,0.0004746316567834258,0.00513911518034468,0.005613746837128106
19_006,170318219003,0.00868046168051441,0.09398844716143188,0.1026689088419463
19_006,170317205001,5.673138468294212,61.42639582911664,67.09953429741086
19_006,170317401001,30.38450651727374,328.9908636697915,359.37537018706524
19_006,170317401002,21.90962345834139,237.22833675583433,259.13796021417573
19_006,170317204002,0.003209113326518652,0.034746951190581264,0.037956064517099916
19_007,170318233041,143.96826944560723,775.8290075679945,919.7972770136017
19_007,170318233042,0.008848358430938213,0.047682820433389256,0.056531178864327465
19_007,170317401004,0.02084173060465807,0.11231377048065738,0.13315550108531546
19_007,170317503003,0.002040465357173372,0.010995841091434283,0.013036306448607654
19_008,170317502002,398.0,97.0,495.0
19_009,170317207001,0.08728314123231716,0.037640854656436774,0.12492399588875393
19_009,170317502002,160.07430869213692,69.03204562348405,229.10635431562096
19_009,170317207002,0.05221076793957124,0.022515893673940097,0.07472666161351134
19_009,170317502001,159.78619739869117,68.90779762818556,228.69399502687673
19_010,170317203001,0.00035926534263128386,0.0006578097822826324,0.0010170751249139163
19_010,170317202003,0.012590690464135577,0.02305337690616373,0.03564406737029931
19_010,170317201001,60.232669995426825,110.28517041416178,170.51784040958862
19_010,170317203002,0.0005662527838856752,0.001036800871903349,0.0016030536557890241
19_010,170317201002,30.372191824151262,55.61105545267132,85.98324727682258
19_010,170317201003,122.38162197183128,224.07902614560658,346.46064811743787
19_011,170317403001,0.003302545283146401,0.02094508982206007,0.024247635105206472
19_011,170318233044,0.0003801064905392339,0.002410675374209352,0.0027907818647485857
19_011,170317404004,5.041971073680227e-06,3.197671128307723e-05,3.701868235675746e-05
19_011,170318228011,0.00041920038130159815,0.002658612944570662,0.00307781332587226
19_011,170318228012,0.00045853538899411105,0.0029080797038837044,0.003366615092877815
19_011,170318228023,0.0007365065102865324,0.004671001815238271,0.005407508325524803
19_011,170318232001,0.002031428100941025,0.012883530850704922,0.014914958951645949
19_011,170318233031,0.002182631861981024,0.013842481019405967,0.01602511288138699
19_011,170318233032,0.0009522839267290781,0.0060394849037291535,0.0069917688304582315
19_011,170318233035,0.0005313136598109238,0.003369647158274543,0.0039009608180854667
19_011,170318233045,0.0003507567329186492,0.002224536121931433,0.002575292854850082
19_011,170317403003,0.0006498137076761906,0.004121186935525314,0.004771000643201505
19_011,170317404003,75.9879998359846,481.92389369663914,557.9118935326237
19_012,170317402004,5.1572046785498085,76.15472241991884,81.31192709846866
19_012,170318217003,0.0006494221605438838,0.009589800570698019,0.010239222731241901
19_012,170318227021,0.0011278255242336056,0.016654223574516243,0.017782049098749846
19_012,170318227012,0.0031704265569076242,0.04681663215700258,0.0499870587139102
19_012,170318228022,1.0366176922149448e-13,1.5307387921707352e-12,1.6344005613922298e-12
19_012,170318217004,0.0003353983329599146,0.004952715383374739,0.005288113716334654
19_012,170318217005,0.00011305190415164965,0.0016693997846393598,0.0017824516887910095
19_012,170318219005,0.0009105524567422112,0.013445824611226653,0.014356377067968865
19_012,170317402001,54.83261472798785,809.6949441499539,864.5275588779417
19_012,170317402002,0.0038739165267009917,0.05720483404428465,0.061078750570985635
19_013,170317202003,0.15635917634164462,0.057182784490658604,0.21354196083230323
19_013,170317201003,95.6405546158073,34.9771171166381,130.6176717324454
19_013,170317202001,254.19876175847318,92.9641185859559,347.1628803444291
19_013,170317202002,0.004324449377900148,0.0015815129153463397,0.005905962293246488
19_015,170317404002,23.590769104783842,321.57943148100077,345.17020058578464
19_015,170317404001,14.406664035814801,196.3855781724228,210.7922422082376
19_015,170317403002,0.002273392980373388,0.030989935890353024,0.03326332887072641
19_015,170318233041,1.5233029013942494e-14,2.0765023761111086e-13,2.2288326662505336e-13
19_015,170318233042,0.00029346642093829343,0.004000410685422,0.004293877106360294
19_015,170317401004,3.0745767408997394e-14,4.19113355733175e-13,4.498591231421724e-13
19_016,170317403001,19.60878381010952,293.64153755639006,313.2503213664996
19_016,170318228022,0.007793466218025471,0.11670715661493142,0.12450062283295689
19_016,170318228023,0.0014024871840358248,0.02100224558093648,0.0224047327649723
19_016,170317402002,0.001620859513432118,0.024272371213645966,0.025893230727078085
19_016,170317403005,20.378667892088693,305.17055168402817,325.54921957611685
19_016,170317404003,0.001731484886298431,0.025928986172319004,0.027660471058617436
19_017,170318233041,1.3331494531302122,11.61744523442042,12.950594687550634
19_017,170317205001,0.005316823017173039,0.046332314863936484,0.05164913788110952
19_017,170317205002,0.0023742101863504046,0.020689545909624955,0.02306375609597536
19_017,170317503003,51.82357241961097,451.60541679946704,503.428989219078
19_017,170317503001,9.835587094055294,85.71011610533898,95.54570319939428
19_018,170317401003,0.0008465756944287641,0.017022218427264077,0.01786879412169284
19_018,170317402003,0.00378779297355588,0.07616169443257001,0.0799494874061259
19_018,170317403002,17.64789920844375,354.8488305126368,372.49672972108056
19_018,170317403003,0.003059860485243173,0.06152505189971094,0.06458491238495412
19_018,170317403004,10.344406562403021,207.99646052260363,218.34086708500664
19_019,170317203004,0.0012429935995880623,0.0015304887178601311,0.0027734823174481935
19_019,170317203001,96.41373935147084,118.71351580011034,215.12725515158118
19_019,170317202003,197.54376249232718,243.23415653817156,440.7779190304987
19_019,170317203002,0.0005539475070585353,0.0006820714202557475,0.0012360189273142828
19_019,170317201003,0.03883961340771012,0.047822925352350554,0.08666253876006066
19_019,170317202001,0.0018616016876153258,0.002292176227607986,0.004153777915223312
19_021,170317404002,11.827129918981768,174.3047507731903,186.13188069217207
19_021,170318233044,0.0039964381462393546,0.058898326122445575,0.06289476426868493
19_021,170317404001,7.157408076092281,105.4837682033928,112.64117627948508
19_021,170317403002,0.002296143942649492,0.03383989187609661,0.0361360358187461
19_021,170317404004,23.275847669324925,343.032574667592,366.30842233691686
19_021,170318233042,1.6396419673630706e-08,2.416455948621968e-07,2.5804201453582754e-07
19_021,170318233043,0.00661500115992928,0.09748993512748233,0.10410493628741162
19_021,170317403003,0.01378001789758914,0.2030858375398793,0.21686585543746845
19_021,170317404003,18.712926718058196,275.7855921235134,294.4985188415716
19_022,170317204001,0.024414306401658502,0.05623792967148202,0.08065223607314052
19_022,170317203003,200.95143621566146,462.8881341684142,663.8395703840756
19_022,170317203004,0.017354880885995898,0.039976665921473135,0.05733154680746903
19_022,170317206001,0.006794596908464651,0.015651235664771806,0.022445832573236457
19_022,170317203001,1.4242322594833678e-10,3.280694209655718e-10,4.704926469139086e-10
19_023,170317205002,0.013675372865701464,0.07826104471658857,0.09193641758229004
19_023,170317206002,4.1628636710092115e-13,2.3823120810329943e-12,2.7985984481339154e-12
19_023,170317502003,0.0026423754111722006,0.015121712749084474,0.017764088160256677
19_023,170317503001,100.98368225172271,577.906617242532,678.8902994942547
19_024,170317402004,25.997359143579793,639.9349943035025,665.9323534470824
19_024,170317402003,0.0024946071865052906,0.06140571536013023,0.06390032254663552
19_024,170318219004,5.9453713458774205e-05,0.0014634760236005959,0.00152292973705937
19_024,170318219005,8.679552015619176e-05,0.002136505111537028,0.0022233006316932195
19_024,170317401001,5.2170270159682047e-14,1.2841912654690965e-12,1.3363615356287786e-12
19_024,170317402001,3.4408568004679404e-14,8.469801354998007e-13,8.813887035044801e-13
19_025,170318216003,0.007555803122605079,0.011265015564611208,0.018820818687216287
19_025,170317005021,0.007815327095928144,0.011651942215747415,0.01946726931167556
19_025,170317201002,219.94166153775623,327.9130226562911,547.8546841940473
19_025,170317201003,0.042967332025227914,0.06406038592852162,0.10702771795374953
19_026,170317203003,0.021179790709785,0.054545214430679174,0.07572500514046418
19_026,170317206001,31.358459648406328,80.75877279315603,112.11723244156235
19_026,170317206002,31.73535094232567,81.72939694735926,113.46474788968493
19_026,170317502003,0.002486894963474844,0.006404606207305078,0.008891501170779921
19_026,170317202003,0.02155944365288341,0.05552295077728879,0.0770823944301722
19_026,170317207001,82.86096327990755,213.39535748798107,296.2563207678886
19_026,170317502002,3.432525168298876e-11,8.839927830687516e-11,1.2272452998986392e-10
19_027,170317202003,160.78565017126365,79.23728139856937,240.02293156983302
19_027,170317207001,4.706771940135406e-13,2.3195590670071813e-13,7.026331007142587e-13
19_027,170317207002,0.004497198892374801,0.0022162787149280334,0.006713477607302834
19_027,170317202001,0.032075682011768025,0.015807317623869253,0.047882999635637274
19_027,170317202002,326.149942981617,160.73097806075583,486.88092104237285
19_027,170317207003,0.027833966214750996,0.01371694433581158,0.04155091055056258
19_028,170317202003,0.043555513433623516,0.023397589861037425,0.06695310329466093
19_028,170317207001,128.0133849271163,68.7675208286162,196.7809057557325
19_028,170317502002,5.3690722712525716e-11,2.8842123771191502e-11,8.253284648371722e-11
19_028,170317207002,285.7796681708626,153.51800356286006,439.29767173372267
19_028,170317202002,0.03251317969483476,0.017465757687307928,0.04997893738214269
19_028,170317207003,191.13003294186782,102.67315819191248,293.80319113378033
19_028,170317502001,0.0008452669710997928,0.0004540690340618722,0.001299336005161665
19_029,170317404002,0.004164097032182852,0.044702806374904154,0.048866903407087006
19_029,170317404001,0.011814816117967683,0.12683552597230013,0.1386503420902678
19_029,170317401003,25.811544799014197,277.0945250482406,302.9060698472548
19_029,170317403002,0.0070464505079051954,0.07564571868780577,0.08269216919571097
19_029,170318233041,0.026358884476292945,0.282970377466086,0.309329261942379
19_029,170317205001,3.2255454042776517e-14,3.462717860474538e-13,3.7852724009023034e-13
19_029,170317401001,0.0001490173386688305,0.0015997449592389155,0.001748762297907746
19_029,170317401002,0.0005081588352059811,0.00545523455441715,0.005963393389623131
19_029,170317401004,42.13841377667754,452.36826554374414,494.5066793204217
19_030,170317401003,1.3412377677865425e-13,2.9830977938700686e-12,3.117221570648723e-12
19_030,170317402004,0.013684436348155526,0.30436073946759706,0.3180451758157526
19_030,170317402003,28.98310663761419,644.6242683193501,673.6073749569642
19_030,170317403002,0.001420799845427338,0.03160054828622873,0.03302134813165607
19_030,170317401002,1.8413705474175146e-10,4.0954620796010235e-09,4.279599134342775e-09
19_030,170317402002,0.0008768678594254734,0.01950275066653208,0.020379618525957554
19_030,170317403004,0.000911258148535877,0.020267638131228987,0.021178896279764867
19_031,170317206002,0.06058517587555416,0.10804043747467244,0.1686256133502266
19_031,170317502003,259.02817059152125,461.92020514153637,720.9483757330576
19_031,170317503001,0.011773795521457579,0.02099599449027729,0.03276979001173487
19_031,170317207001,0.02044164428319296,0.036453210857954006,0.05689485514114696
19_031,170317502002,63.87902879279855,113.91430521564075,177.7933340084393
19_032,170318233042,298.0,202.0,500.0
19_033,170317404001,0.001065871290200423,0.02034037712132474,0.021406248411525164
19_033,170317401003,3.743555639206504e-14,7.143952011485744e-13,7.518307575406394e-13
19_033,170317403002,15.109789657415742,288.3451526290171,303.4549422864328
19_033,170317401004,0.000554602637783013,0.010583667004359164,0.011138269642142177
19_033,170317403003,8.882133082280763,169.50070632019123,178.382839402472
19_033,170317403004,0.006456786375470511,0.12321700666522892,0.12967379304069943
19_034,170317205001,66.73965992300583,600.6569393070524,667.3965992300583
19_034,170317401001,0.001454488068953691,0.013090392620583218,0.01454488068953691
19_034,170317205002,43.23488432450334,389.1139589205301,432.34884324503344
19_034,170317204002,1.6975544847876952e-05,0.00015277990363089257,0.00016975544847876953
19_034,170317204001,0.012830614357980448,0.11547552922182402,0.12830614357980447
19_034,170317503003,0.000497515881689341,0.004477642935204069,0.00497515881689341
19_034,170317203003,1.6061704018711625e-13,1.4455533616840463e-12,1.6061704018711624e-12
19_034,170317206001,0.0017688696610833787,0.01591982694975041,0.01768869661083379
19_034,170317206002,0.002045135226755542,0.018406217040799876,0.020451352267555418
19_034,170317503001,0.006842153749358155,0.06157938374422339,0.06842153749358154
19_035,170317205002,0.004056401298825875,0.011265205892739286,0.01532160719156516
19_035,170317203003,0.012848119128520887,0.035681062265492294,0.04852918139401318
19_035,170317206001,87.28363213199118,242.39911552084408,329.68274765283525
19_035,170317206002,87.69536255952397,243.54254973673514,331.2379122962591
19_035,170317502003,0.004100788057493953,0.011388474262526066,0.01548926232002002
19_036,170317203003,18.472320575445025,52.927783776452415,71.40010435189744
19_036,170317206001,2.273919679963338e-09,6.5153443312424724e-09,8.78926401120581e-09
19_036,170317203001,22.112276322679858,63.357160527394775,85.46943685007463
19_036,170317202003,100.40264626062329,287.6785041793745,388.0811504399978
19_036,170317207001,0.0003661341605221477,0.0010490652542620403,0.001415199414784188
19_036,170317202002,0.01239070481739272,0.03550244500869971,0.04789314982609243
21_009,170317502002,0.007303805566860199,0.0017722469390175485,0.009076052505877747
21_009,170317207002,0.1795606196093203,0.043569856228732134,0.22313047583805243
21_009,170317502001,135.81313557482383,32.95465789683225,168.76779347165606
21_021,170317201002,3.0973514125881206e-10,6.063912554395169e-11,3.7037426680276374e-10
21_021,170317201003,226.8278992126997,44.40776529692009,271.23566450961977
21_021,170317202001,0.003439935112638693,0.0006734613848160205,0.004113396497454714
21_027,170317201002,475.0,94.0,569.0
21_021,170317202001,294.1686608428765,57.59156123987217,351.76022208274867
21_021,170317202002,9.001463265933815e-09,1.7622826355570998e-09,1.0763745901490915e-08
